Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
bc526dbd082f12c14d01ba78c86c63c1b9025634aebcdb66368a58f812509a29,2023-05,Gwent Police,Gwent Police,-2.967333,51.599820,On or near Constable Drive,W01001615,Newport 005B,Unable to prosecute suspect
a1c5d22c75b18eadd8b1b4dab12bcbcb3745c9b304d0bfa75b52c69b34e2ad9a,2023-05,Gwent Police,Gwent Police,-3.227170,51.621956,On or near Telor-Y-Coed,W01001366,Caerphilly 019A,Unable to prosecute suspect
bdee67814c3113372d50e6ed36e31b0c14c19eddd3e6aa555a587d5450e76ccf,2023-05,Gwent Police,Gwent Police,-3.288864,51.772067,On or near Heol-Uchaf,W01001428,Caerphilly 001E,Unable to prosecute suspect
bc10c9a88e214df3b718f447ab4b5693709edf7a558f4f6873c691d093bd84f2,2023-05,Gwent Police,Gwent Police,-3.235585,51.590333,On or near Y Cilgant,W01001400,Caerphilly 019F,Suspect charged
8cf23a0880fd47640f06cce3bc6bd3e31479d455dfccfe0b4b6351cb64b4aa64,2023-05,Gwent Police,Gwent Police,-3.140313,51.736099,On or near Ty Bryn Road,W01001455,Blaenau Gwent 008F,Unable to prosecute suspect
ff0a24c14898d26d834573a63ececd3d458e7fef716d40167e65dcc8ad404730,2023-05,Gwent Police,Gwent Police,-3.251658,51.770986,On or near Clôs Marian,W01001478,Blaenau Gwent 006C,Investigation complete; no suspect identified
41909eb9ea6d32479a6daba4f28563d78cd13f197987e94b3ba2ed2d27819ffe,2023-05,Gwent Police,Gwent Police,-2.999154,51.583377,On or near Clifton Road,W01001687,Newport 014D,Unable to prosecute suspect
b825aab44f9e1cb723d5eff1b78f823609e23aac2b66e254aaa7b6bdb3a9675b,2023-05,Gwent Police,Gwent Police,-3.033446,51.613823,On or near Medway Court,W01001621,Newport 003E,Unable to prosecute suspect
624d5d6504c15f310c37f7848a5dc25f27f7fd8a3643490ddb54c81e057902e6,2023-05,Gwent Police,Gwent Police,-2.951799,51.580561,On or near Moorland Gardens,W01001645,Newport 015D,Unable to prosecute suspect
f90de982fdf2e4577465afba96391d1fc277060b833e41d2b7bdafd7135b9807,2023-05,Gwent Police,Gwent Police,-2.760734,51.588348,On or near Severn View,W01001598,Monmouthshire 010F,Unable to prosecute suspect
3543e0b60444efb236e3545ac882718209c9c78f3643b66969e2750b60829a66,2023-05,Gwent Police,Gwent Police,-2.716489,51.810676,On or near Parking Area,W01001554,Monmouthshire 004C,Investigation complete; no suspect identified
68d9063bc82868f718926351d06864fe2cce0ba4998034f30b0c14aec8a24f6a,2023-05,Gwent Police,Gwent Police,-3.018972,51.822965,On or near Parking Area,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
302244cf409fa93419fd805d88c0a1eb202d1afbc69ef31d6b8af2aa4f1eed51,2023-05,Gwent Police,Gwent Police,-3.029473,51.606745,On or near Crouch Close,W01001620,Newport 003D,Unable to prosecute suspect
a211a3c6cc9d6c7240d1cdd9c96f017bca7e0c79e19359825972b626390e21b2,2023-05,Gwent Police,Gwent Police,-3.234916,51.680572,On or near Vale View,W01001362,Caerphilly 003C,Unable to prosecute suspect
c099c186e4a51beba0b6afe9d5ec625cb1a1a8b0ccf1afd3ab6cf3945df736e3,2023-05,Gwent Police,Gwent Police,-3.007116,51.833964,On or near St Davids Close,W01001975,Monmouthshire 002H,Unable to prosecute suspect
c4dea8dc5e99038960d4f30d76b54f3397de3ce799ac6369a10c721d32a411b1,2023-05,Gwent Police,Gwent Police,-2.963714,51.613040,On or near Parking Area,W01001628,Newport 001F,Unable to prosecute suspect
1eef71603dd1292e221143a469ba9bf2e00b1bc2a48c79ff26e2c795ce533f8a,2023-05,Gwent Police,Gwent Police,-2.950260,51.577381,On or near Fosse Close,W01001646,Newport 015E,Investigation complete; no suspect identified
c3db6bb98bae3b241eced271ae38b22f5e3c9c7051233a2baa301db06dc3c066,2023-05,Gwent Police,Gwent Police,-3.185676,51.623380,On or near Sports/Recreation Area,W01001430,Caerphilly 015B,Investigation complete; no suspect identified
4f88ac887210ac6afc407baa300a4f1990aef04600fe7b3c2351b6cfeb417f40,2023-05,Gwent Police,Gwent Police,-3.231450,51.602372,On or near De Winton Terrace,W01001367,Caerphilly 019B,Unable to prosecute suspect
e8d241addcb9206d187a1ed0d1751f87980d5d9b63c524f3a236127c78221151,2023-05,Gwent Police,Gwent Police,-3.235634,51.764825,On or near Cwrt Maesycoed,W01001463,Blaenau Gwent 006B,Investigation complete; no suspect identified
acd05c7ee875b33d1e848877ac20b2f7681afd75277c49bbd524a9bd780c3975,2023-05,Gwent Police,Gwent Police,-3.237543,51.766801,On or near Elmwood Grove,W01001462,Blaenau Gwent 006A,Investigation complete; no suspect identified
5a36a4c1ba60b77d6625d8361d51e89734726ec1eeec4f541c45d60c480c5a48,2023-05,Gwent Police,Gwent Police,-3.038688,51.583465,On or near High Cross Lane,W01001674,Newport 009E,Investigation complete; no suspect identified
fb5c25c64c60b08fdf4f967fd81795ca215697a12f84210d404f87044e793252,2023-05,Gwent Police,Gwent Police,-3.049736,51.658204,On or near Llanderfel Court,W01001536,Torfaen 009C,Investigation complete; no suspect identified
69d5964bf62b70635abbd131ba683c615f1f0e135e98f535f8873e9694c9d598,2023-05,Gwent Police,Gwent Police,-3.240087,51.784011,On or near Green Meadow,W01001473,Blaenau Gwent 003B,Unable to prosecute suspect
00d04030f95548347ef52e86488adb011fb9c72350a9cb738ef5e5582273bec6,2023-05,Gwent Police,Gwent Police,-3.188710,51.799477,On or near Croft Court,W01001447,Blaenau Gwent 002B,Unable to prosecute suspect
46bab478f3058deb260e6a568582965a56f28915a01ab9412a83c37e224ff892,2023-05,Gwent Police,Gwent Police,-3.029044,51.661831,On or near Parking Area,W01001522,Torfaen 007D,Unable to prosecute suspect
579d7245a760d56c342ee0f699a4b7d0480f899879aa4749e45972ff6eac70f1,2023-05,Gwent Police,Gwent Police,-3.128592,51.619537,On or near Gladstone Street,W01001355,Caerphilly 015A,Unable to prosecute suspect
5ed685687b0eb435a2d76cd73fbd1842059ec15025e46086a7b2da029a9b9164,2023-05,Gwent Police,Gwent Police,-3.288145,51.767696,On or near Phillip's Walk,W01001428,Caerphilly 001E,Unable to prosecute suspect
e301ea847b86c2ca0fdf4249dbdf35c5a8a23cf45a0bbfca01afdda019a8690f,2023-05,Gwent Police,Gwent Police,-3.216259,51.801434,On or near Alder Grove,W01001470,Blaenau Gwent 001D,Unable to prosecute suspect
619dc4660923316c860cf9f4c2eade6183ee42194d9eeed57179bcd935f071fc,2023-05,Gwent Police,Gwent Police,-3.199457,51.592138,On or near Supermarket,W01001344,Caerphilly 020C,Formal action is not in the public interest
da85aa509e64d8a54d0890d055c3494810949fae13b3c0f55128acc8030d139f,2023-05,Gwent Police,Gwent Police,-3.002717,51.647493,On or near Turnpike Road,W01001508,Torfaen 013C,Investigation complete; no suspect identified
23d8894c08f8a6205561cfcc38197dc407014f4ee586b345d8c38c8b1ea5ac56,2023-05,Gwent Police,Gwent Police,-3.162064,51.768804,On or near Cae'r-Odyn,W01001443,Blaenau Gwent 005A,Unable to prosecute suspect
eb2761679a73aef70003cbe5f706d9d9b98d6d7103c676214e18dec1d71cb0a2,2023-05,Gwent Police,Gwent Police,-3.019726,51.660231,On or near Heol Yr Orsaf,W01001521,Torfaen 007C,Unable to prosecute suspect
972c21ea6ad86aff5530a15d5d8f30beee64aff293e8c54b2b206193347ceda2,2023-05,Gwent Police,Gwent Police,-3.058436,51.583613,On or near Cold Bay Close,W01002029,Newport 009G,Unable to prosecute suspect
b944720537d602f04ad2100df6b7c54bcc780c7f33b68fb9de82cb9c4ec6dc38,2023-05,Gwent Police,Gwent Police,-3.237533,51.591392,On or near Pentwyn,W01001400,Caerphilly 019F,Unable to prosecute suspect
2f50dd8bdbffa0059480894e2c1f5bdc3f141d52fc060081abea19473b561f44,2023-05,Gwent Police,Gwent Police,-3.182343,51.651306,On or near Sirhowy View,W01001401,Caerphilly 011A,Investigation complete; no suspect identified
b486b9c63dd0ad7d3f6ab171436bea1bce7f317747d14938ee8db75831676109,2023-05,Gwent Police,Gwent Police,-3.221992,51.641090,On or near Hill View,W01001369,Caerphilly 012D,Investigation complete; no suspect identified
10cba1868599d7a8fde4ec54c9e4313161cf6c6d526fc6aeb54b9136db95d44c,2023-05,Gwent Police,Gwent Police,-3.017612,51.823813,On or near Priory Lane,W01001580,Monmouthshire 002E,Investigation complete; no suspect identified
046da25ccb86bac33833f2ddef266a614093d8e1adb101814106ff4a1210b151,2023-05,Gwent Police,Gwent Police,-3.231450,51.602372,On or near De Winton Terrace,W01001367,Caerphilly 019B,Unable to prosecute suspect
e86cf876167920a8c6d8a38599c9f32e80a1eed9d66792557c545ffe29af6389,2023-05,Gwent Police,Gwent Police,-2.961328,51.621755,On or near Gelli Diana,W01001627,Newport 001E,Investigation complete; no suspect identified
1ddeb8f07344fdda0f8f03dc882bc9e37e81071f1573e01bb5c45b4d295e0c70,2023-05,Gwent Police,Gwent Police,-3.213839,51.669121,On or near Dylan Avenue,W01001353,Caerphilly 007B,Unable to prosecute suspect
366fcd4405b741336e607f995e7b696630522c2f9482cfc2ab2fb1baf17747fd,2023-05,Gwent Police,Gwent Police,-3.414977,51.750916,On or near Twyncarmel,W01001291,Merthyr Tydfil 003A,Unable to prosecute suspect
2811463a40d05ff0fc92e05553a6e9c78e5b534839f888c6603de070921e09f9,2023-05,Gwent Police,Gwent Police,-2.759727,51.591169,On or near Gwaun Y Cwrt,W01001551,Monmouthshire 010C,Unable to prosecute suspect
a46fa25873a0e3f80f82e6123da0f153887e25e28ec05d5b3eddb5d2fc335d2b,2023-05,Gwent Police,Gwent Police,-3.249585,51.664916,On or near Castle Hill,W01001418,Caerphilly 008E,Unable to prosecute suspect
77a1b8889a82061175b6cc852c218b543ba92ad0b757a58c6b72e0874a12cadc,2023-05,Gwent Police,Gwent Police,-3.237733,51.594474,On or near Heol Las,W01001400,Caerphilly 019F,Unable to prosecute suspect
1a5f712a8821df3ca6d66218776505b96c3ff76138c06e6759d56cec72da8c31,2023-05,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
d07e7e54c61e3a1f49bdf46b1353650544e10b543d64039ee183a8e09c4dc6d8,2023-05,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
b392cf9b5ccf163b988d836303f3091b8236b86253b980bb75d673010d090a58,2023-05,Gwent Police,Gwent Police,-2.962187,51.583174,On or near Collingwood Road,W01001643,Newport 013B,Unable to prosecute suspect
98cdbaa1ed54f55ff2d6f8c663fb2132770749031b8ad49ff5e577ce1151b22b,2023-05,Gwent Police,Gwent Police,-2.979764,51.589754,On or near Probert Place,W01001691,Newport 011D,Suspect charged
ef51a27ad2c586ceea8b35fc723fe303778a77943881174fc2e2c52a56db697e,2023-05,Gwent Police,Gwent Police,-2.960248,51.619174,On or near Ponthir Road,W01001628,Newport 001F,Investigation complete; no suspect identified
297929e80afb73b90fb2a4daf4efc1cdb9408876b78b3e76befb34682d9da213,2023-05,Gwent Police,Gwent Police,-2.983904,51.593649,On or near Bishop Street,W01001676,Newport 007B,Unable to prosecute suspect
c987a45ebb163d8433a4c95ab3274994e94e5b71f3771270242e5cb655daea27,2023-05,Gwent Police,Gwent Police,-2.907862,51.701310,On or near Petrol Station,W01001560,Monmouthshire 006C,Investigation complete; no suspect identified
34bb276a02ef1666cb449d2907289e4a094c47c37de58fcb33f3fe7875551078,2023-05,Gwent Police,Gwent Police,-2.907862,51.701310,On or near Petrol Station,W01001560,Monmouthshire 006C,Investigation complete; no suspect identified
f5ec6147387e6aaf0de2865678bb3915be18d1b417d2892fb48cebabef10514c,2023-05,Gwent Police,Gwent Police,-3.009909,51.690105,On or near The High Way,W01001510,Torfaen 005A,Unable to prosecute suspect
d238914448c4cf42d1a164397df83a67fb624a89c5200bf2cb552bb2b4102c89,2023-05,Gwent Police,Gwent Police,-2.971192,51.616953,On or near Fairfield Close,W01001626,Newport 001D,Investigation complete; no suspect identified
e4de1920599f10be8a1bc7ff880a10cb94eb00b30376d7570dc29a98eed91277,2023-05,Gwent Police,Gwent Police,-3.138577,51.663536,On or near Pant Road,W01001383,Caerphilly 010D,Investigation complete; no suspect identified
6131d280f998b40490ef11732c4a6f28b0c8b5c69ac154ba1b56777ca4a106fb,2023-05,Gwent Police,Gwent Police,-2.950371,51.590985,On or near Glanwern Drive,W01001606,Newport 008A,Local resolution
7ec6175b46c140023186feaab2d0cff99d7238d83d1e60ddf3fc49398539e2c7,2023-05,Gwent Police,Gwent Police,-2.971192,51.616953,On or near Fairfield Close,W01001626,Newport 001D,Investigation complete; no suspect identified
474492f3060ee00123f5ff302d3b113400cc4e09cfdb7683ecf9bc5e822fd577,2023-05,Gwent Police,Gwent Police,-3.240484,51.690072,On or near Heolddu Drive,W01001336,Caerphilly 004A,Investigation complete; no suspect identified
946096b2762c6cd4a18a66eaf2ffeecbe21dbb70a985a36254757eba5ff42a1f,2023-05,Gwent Police,Gwent Police,-2.972147,51.602154,On or near Badminton Road,W01001615,Newport 005B,Unable to prosecute suspect
727ac14c016a8076c3b49e13207eaba15d04b1831411094abb8d6c716052263b,2023-05,Gwent Police,Gwent Police,-3.006407,51.663979,On or near Holly Lodge Road,W01001494,Torfaen 008B,Unable to prosecute suspect
5b72d056cb15857c06311cf5e6bf57f1cdff8ba45a0a07eb0a717c2f94c2bee0,2023-05,Gwent Police,Gwent Police,-3.012472,51.659755,On or near Bronllys Place,W01001493,Torfaen 008A,Unable to prosecute suspect
8d02599e93fe2849c57acd60996ceae077418414b79a862222971efec9202268,2023-05,Gwent Police,Gwent Police,-3.159746,51.762137,On or near Petrol Station,W01001445,Blaenau Gwent 005C,Investigation complete; no suspect identified
94ccc268c5eacf424d612f224ac6cba2b8f3bff63c326bfb9d4a9290fb81e5ff,2023-05,Gwent Police,Gwent Police,-3.248106,51.783549,On or near Vicarage Road,W01001472,Blaenau Gwent 003A,Unable to prosecute suspect
